"Date","Price","Open","High","Low","Change %"
"Apr 27, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 26, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 24, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 23, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 22, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 21, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 20, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 19, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 17, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 16, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 15, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 14, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 13, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 10, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 09, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 08, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 07, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 06, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 05, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 03, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 02, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Apr 01, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 31, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 30, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 29, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 27, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 26, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 25, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 24, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 23, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 22, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 20, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 19, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 18, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 17, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 16, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 15, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 13, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 12, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 11, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 10, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.00%"
"Mar 09, 2020","10,546.494","10,546.494","10,546.494","10,546.494","0.13%"
"Mar 08, 2020","10,532.994","10,532.994","10,532.994","10,532.994","0.00%"
"Mar 06, 2020","10,532.994","10,532.994","10,532.994","10,532.994","0.00%"
"Mar 05, 2020","10,532.994","10,532.994","10,532.994","10,532.994","0.00%"
