"Date","Price","Open","High","Low","Change %"
"May 29, 2019","10,128.927","10,128.930","10,128.930","10,128.930","0.02%"
"May 28, 2019","10,126.434","10,126.430","10,126.430","10,126.430","0.05%"
"May 27, 2019","10,121.450","10,121.450","10,121.450","10,121.450","0.00%"
"May 26, 2019","10,121.450","10,121.450","10,121.450","10,121.450","0.00%"
"May 24, 2019","10,121.450","10,121.450","10,121.450","10,121.450","0.02%"
"May 23, 2019","10,118.958","10,118.960","10,118.960","10,118.960","0.02%"
"May 22, 2019","10,116.468","10,116.470","10,116.470","10,116.470","0.05%"
"May 21, 2019","10,111.488","10,111.490","10,111.490","10,111.490","0.00%"
"May 20, 2019","10,111.488","10,111.490","10,111.490","10,111.490","0.02%"
"May 19, 2019","10,108.989","10,108.989","10,108.989","10,108.989","0.00%"
"May 17, 2019","10,108.989","10,108.990","10,108.990","10,108.990","0.02%"
"May 16, 2019","10,106.501","10,106.500","10,106.500","10,106.500","0.02%"
"May 15, 2019","10,104.013","10,104.010","10,104.010","10,104.010","0.02%"
"May 14, 2019","10,101.526","10,101.530","10,101.530","10,101.530","0.02%"
"May 13, 2019","10,099.040","10,099.040","10,099.040","10,099.040","0.02%"
"May 12, 2019","10,096.554","10,096.554","10,096.554","10,096.554","0.00%"
"May 10, 2019","10,096.554","10,096.550","10,096.550","10,096.550","0.02%"
"May 09, 2019","10,094.069","10,094.070","10,094.070","10,094.070","0.02%"
"May 08, 2019","10,091.585","10,091.590","10,091.590","10,091.590","0.02%"
"May 07, 2019","10,089.101","10,089.100","10,089.100","10,089.100","0.02%"
"May 06, 2019","10,086.617","10,086.620","10,086.620","10,086.620","0.05%"
"May 05, 2019","10,081.652","10,081.652","10,081.652","10,081.652","0.00%"
"May 03, 2019","10,081.652","10,081.650","10,081.650","10,081.650","0.00%"
"May 02, 2019","10,081.652","10,081.650","10,081.650","10,081.650","0.02%"
"May 01, 2019","10,079.171","10,079.170","10,079.170","10,079.170","0.00%"
"Apr 30, 2019","10,079.171","10,079.170","10,079.170","10,079.170","0.02%"
"Apr 29, 2019","10,076.680","10,076.680","10,076.680","10,076.680","0.02%"
"Apr 28, 2019","10,074.200","10,074.200","10,074.200","10,074.200","0.00%"
"Apr 26, 2019","10,074.200","10,074.200","10,074.200","10,074.200","0.02%"
"Apr 25, 2019","10,071.720","10,071.720","10,071.720","10,071.720","0.05%"
"Apr 24, 2019","10,066.763","10,066.760","10,066.760","10,066.760","0.00%"
"Apr 23, 2019","10,066.763","10,066.760","10,066.760","10,066.760","0.02%"
"Apr 22, 2019","10,064.285","10,064.290","10,064.290","10,064.290","0.05%"
"Apr 19, 2019","10,059.331","10,059.330","10,059.330","10,059.330","0.00%"
"Apr 18, 2019","10,059.331","10,059.330","10,059.330","10,059.330","0.00%"
"Apr 17, 2019","10,059.331","10,059.330","10,059.330","10,059.330","0.02%"
"Apr 16, 2019","10,056.855","10,056.860","10,056.860","10,056.860","0.02%"
"Apr 15, 2019","10,054.380","10,054.380","10,054.380","10,054.380","0.05%"
"Apr 14, 2019","10,049.431","10,049.431","10,049.431","10,049.431","0.00%"
"Apr 12, 2019","10,049.431","10,049.430","10,049.430","10,049.430","0.00%"
"Apr 11, 2019","10,049.431","10,049.430","10,049.430","10,049.430","0.02%"
"Apr 10, 2019","10,046.947","10,046.950","10,046.950","10,046.950","0.02%"
"Apr 09, 2019","10,044.474","10,044.470","10,044.470","10,044.470","0.02%"
"Apr 08, 2019","10,041.992","10,041.990","10,041.990","10,041.990","0.05%"
"Apr 07, 2019","10,037.049","10,037.049","10,037.049","10,037.049","0.00%"
"Apr 05, 2019","10,037.049","10,037.050","10,037.050","10,037.050","0.00%"
"Apr 04, 2019","10,037.049","10,037.050","10,037.050","10,037.050","0.02%"
"Apr 03, 2019","10,034.578","10,034.580","10,034.580","10,034.580","0.05%"
"Apr 02, 2019","10,029.639","10,029.640","10,029.640","10,029.640","0.00%"
"Apr 01, 2019","10,029.639","10,029.640","10,029.640","10,029.640","0.02%"
"Mar 29, 2019","10,027.160","10,027.160","10,027.160","10,027.160","0.02%"
"Mar 28, 2019","10,024.692","10,024.690","10,024.690","10,024.690","0.02%"
"Mar 27, 2019","10,022.225","10,022.230","10,022.230","10,022.230","0.02%"
"Mar 26, 2019","10,019.758","10,019.760","10,019.760","10,019.760","0.02%"
"Mar 25, 2019","10,017.292","10,017.290","10,017.290","10,017.290","0.02%"
"Mar 22, 2019","10,014.826","10,014.830","10,014.830","10,014.830","0.02%"
"Mar 21, 2019","10,012.361","10,012.360","10,012.360","10,012.360","0.02%"
"Mar 20, 2019","10,009.897","10,009.900","10,009.900","10,009.900","0.02%"
"Mar 19, 2019","10,007.433","10,007.430","10,007.430","10,007.430","0.02%"
"Mar 18, 2019","10,004.970","10,004.970","10,004.970","10,004.970","0.02%"
"Mar 15, 2019","10,002.507","10,002.510","10,002.510","10,002.510","0.02%"
"Mar 14, 2019","10,000.045","10,000.050","10,000.050","10,000.050","0.02%"
"Mar 13, 2019","9,997.573","9,997.570","9,997.570","9,997.570","0.02%"
"Mar 12, 2019","9,995.113","9,995.110","9,995.110","9,995.110","0.02%"
"Mar 11, 2019","9,992.652","9,992.650","9,992.650","9,992.650","0.02%"
"Mar 08, 2019","9,990.193","9,990.190","9,990.190","9,990.190","0.05%"
"Mar 07, 2019","9,985.276","9,985.280","9,985.280","9,985.280","0.00%"
"Mar 06, 2019","9,985.276","9,985.280","9,985.280","9,985.280","0.00%"
"Mar 05, 2019","9,985.276","9,985.280","9,985.280","9,985.280","0.00%"
"Mar 04, 2019","9,985.276","9,985.280","9,985.280","9,985.280","0.02%"
"Mar 01, 2019","9,982.818","9,982.820","9,982.820","9,982.820","0.02%"
"Feb 28, 2019","9,980.361","9,980.360","9,980.360","9,980.360","0.02%"
"Feb 27, 2019","9,977.904","9,977.900","9,977.900","9,977.900","0.02%"
"Feb 26, 2019","9,975.448","9,975.450","9,975.450","9,975.450","0.02%"
"Feb 25, 2019","9,972.993","9,972.990","9,972.990","9,972.990","0.05%"
"Feb 22, 2019","9,968.074","9,968.070","9,968.070","9,968.070","0.00%"
"Feb 21, 2019","9,968.074","9,968.070","9,968.070","9,968.070","0.02%"
"Feb 20, 2019","9,965.620","9,965.620","9,965.620","9,965.620","0.02%"
"Feb 19, 2019","9,963.167","9,963.170","9,963.170","9,963.170","0.05%"
"Feb 18, 2019","9,958.263","9,958.260","9,958.260","9,958.260","0.00%"
"Feb 15, 2019","9,958.263","9,958.260","9,958.260","9,958.260","0.02%"
"Feb 14, 2019","9,955.812","9,955.810","9,955.810","9,955.810","0.02%"
"Feb 13, 2019","9,953.362","9,953.360","9,953.360","9,953.360","0.02%"
"Feb 12, 2019","9,950.912","9,950.910","9,950.910","9,950.910","0.02%"
"Feb 11, 2019","9,948.463","9,948.460","9,948.460","9,948.460","0.02%"
"Feb 08, 2019","9,946.014","9,946.010","9,946.010","9,946.010","0.02%"
"Feb 07, 2019","9,943.566","9,943.570","9,943.570","9,943.570","0.02%"
"Feb 06, 2019","9,941.118","9,941.120","9,941.120","9,941.120","0.02%"
"Feb 05, 2019","9,938.661","9,938.660","9,938.660","9,938.660","0.02%"
"Feb 04, 2019","9,936.215","9,936.220","9,936.220","9,936.220","0.02%"
"Feb 01, 2019","9,933.769","9,933.770","9,933.770","9,933.770","0.02%"
"Jan 31, 2019","9,931.324","9,931.320","9,931.320","9,931.320","0.02%"
"Jan 30, 2019","9,928.880","9,928.880","9,928.880","9,928.880","0.02%"
"Jan 29, 2019","9,926.436","9,926.440","9,926.440","9,926.440","0.02%"
"Jan 28, 2019","9,923.993","9,923.990","9,923.990","9,923.990","0.02%"
"Jan 25, 2019","9,921.550","9,921.550","9,921.550","9,921.550","0.02%"
"Jan 24, 2019","9,919.108","9,919.110","9,919.110","9,919.110","0.02%"
"Jan 23, 2019","9,916.666","9,916.670","9,916.670","9,916.670","0.02%"
"Jan 22, 2019","9,914.225","9,914.230","9,914.230","9,914.230","0.02%"
"Jan 21, 2019","9,911.785","9,911.790","9,911.790","9,911.790","0.02%"
"Jan 18, 2019","9,909.336","9,909.340","9,909.340","9,909.340","0.02%"
"Jan 17, 2019","9,906.897","9,906.900","9,906.900","9,906.900","0.02%"
"Jan 16, 2019","9,904.458","9,904.460","9,904.460","9,904.460","0.02%"
"Jan 15, 2019","9,902.020","9,902.020","9,902.020","9,902.020","0.02%"
"Jan 14, 2019","9,899.583","9,899.580","9,899.580","9,899.580","0.02%"
"Jan 11, 2019","9,897.146","9,897.150","9,897.150","9,897.150","0.02%"
"Jan 10, 2019","9,894.710","9,894.710","9,894.710","9,894.710","0.02%"
"Jan 09, 2019","9,892.275","9,892.280","9,892.280","9,892.280","0.02%"
"Jan 08, 2019","9,889.840","9,889.840","9,889.840","9,889.840","0.02%"
"Jan 07, 2019","9,887.405","9,887.410","9,887.410","9,887.410","0.02%"
"Jan 04, 2019","9,884.972","9,884.970","9,884.970","9,884.970","0.02%"
"Jan 03, 2019","9,882.539","9,882.540","9,882.540","9,882.540","0.02%"
"Jan 02, 2019","9,880.096","9,880.100","9,880.100","9,880.100","0.05%"
"Jan 01, 2019","9,875.233","9,875.230","9,875.230","9,875.230","0.00%"
"Dec 31, 2018","9,875.233","9,875.230","9,875.230","9,875.230","0.00%"
"Dec 28, 2018","9,875.233","9,875.230","9,875.230","9,875.230","0.02%"
"Dec 27, 2018","9,872.803","9,872.800","9,872.800","9,872.800","0.02%"
"Dec 26, 2018","9,870.372","9,870.370","9,870.370","9,870.370","0.02%"
"Dec 25, 2018","9,867.943","9,867.940","9,867.940","9,867.940","0.00%"
"Dec 24, 2018","9,867.943","9,867.940","9,867.940","9,867.940","0.02%"
"Dec 21, 2018","9,865.514","9,865.510","9,865.510","9,865.510","0.02%"
"Dec 20, 2018","9,863.086","9,863.090","9,863.090","9,863.090","0.02%"
"Dec 19, 2018","9,860.658","9,860.660","9,860.660","9,860.660","0.02%"
"Dec 18, 2018","9,858.231","9,858.230","9,858.230","9,858.230","0.02%"
"Dec 17, 2018","9,855.804","9,855.800","9,855.800","9,855.800","0.02%"
"Dec 14, 2018","9,853.379","9,853.380","9,853.380","9,853.380","0.02%"
"Dec 13, 2018","9,850.943","9,850.940","9,850.940","9,850.940","0.02%"
"Dec 12, 2018","9,848.519","9,848.520","9,848.520","9,848.520","0.02%"
"Dec 11, 2018","9,846.095","9,846.100","9,846.100","9,846.100","0.02%"
"Dec 10, 2018","9,843.671","9,843.670","9,843.670","9,843.670","0.02%"
"Dec 07, 2018","9,841.248","9,841.250","9,841.250","9,841.250","0.02%"
"Dec 06, 2018","9,838.826","9,838.830","9,838.830","9,838.830","0.02%"
"Dec 05, 2018","9,836.404","9,836.400","9,836.400","9,836.400","0.02%"
"Dec 04, 2018","9,833.983","9,833.980","9,833.980","9,833.980","0.02%"
"Dec 03, 2018","9,831.562","9,831.560","9,831.560","9,831.560","0.02%"
"Nov 30, 2018","9,829.143","9,829.140","9,829.140","9,829.140","0.02%"
"Nov 29, 2018","9,826.723","9,826.720","9,826.720","9,826.720","0.02%"
"Nov 28, 2018","9,824.304","9,824.300","9,824.300","9,824.300","0.02%"
"Nov 27, 2018","9,821.876","9,821.880","9,821.880","9,821.880","0.02%"
"Nov 26, 2018","9,819.459","9,819.460","9,819.460","9,819.460","0.05%"
"Nov 23, 2018","9,814.626","9,814.630","9,814.630","9,814.630","0.00%"
"Nov 22, 2018","9,814.626","9,814.630","9,814.630","9,814.630","0.10%"
"Nov 21, 2018","9,804.966","9,804.970","9,804.970","9,804.970","0.00%"
"Nov 20, 2018","9,804.966","9,804.970","9,804.970","9,804.970","0.00%"
"Nov 19, 2018","9,804.966","9,804.970","9,804.970","9,804.970","0.00%"
"Nov 16, 2018","9,804.966","9,804.970","9,804.970","9,804.970","0.00%"
"Nov 15, 2018","9,804.966","9,804.970","9,804.970","9,804.970","0.02%"
"Nov 14, 2018","9,802.553","9,802.550","9,802.550","9,802.550","0.02%"
"Nov 13, 2018","9,800.140","9,800.140","9,800.140","9,800.140","0.02%"
"Nov 12, 2018","9,797.728","9,797.730","9,797.730","9,797.730","0.02%"
"Nov 09, 2018","9,795.316","9,795.320","9,795.320","9,795.320","0.02%"
"Nov 08, 2018","9,792.895","9,792.900","9,792.900","9,792.900","0.02%"
"Nov 07, 2018","9,790.485","9,790.490","9,790.490","9,790.490","0.05%"
"Nov 06, 2018","9,785.646","9,785.650","9,785.650","9,785.650","0.00%"
"Nov 05, 2018","9,785.646","9,785.650","9,785.650","9,785.650","0.00%"
"Nov 02, 2018","9,785.646","9,785.650","9,785.650","9,785.650","0.02%"
"Nov 01, 2018","9,783.238","9,783.240","9,783.240","9,783.240","0.02%"
"Oct 31, 2018","9,780.830","9,780.830","9,780.830","9,780.830","0.02%"
"Oct 30, 2018","9,778.422","9,778.420","9,778.420","9,778.420","0.02%"
"Oct 29, 2018","9,776.015","9,776.020","9,776.020","9,776.020","0.02%"
"Oct 26, 2018","9,773.590","9,773.590","9,773.590","9,773.590","0.02%"
"Oct 25, 2018","9,771.184","9,771.180","9,771.180","9,771.180","0.02%"
"Oct 24, 2018","9,768.779","9,768.780","9,768.780","9,768.780","0.02%"
"Oct 23, 2018","9,766.374","9,766.370","9,766.370","9,766.370","0.02%"
"Oct 22, 2018","9,763.970","9,763.970","9,763.970","9,763.970","0.02%"
"Oct 19, 2018","9,761.577","9,761.580","9,761.580","9,761.580","0.02%"
"Oct 18, 2018","9,759.174","9,759.170","9,759.170","9,759.170","0.02%"
"Oct 17, 2018","9,756.792","9,756.790","9,756.790","9,756.790","0.02%"
"Oct 16, 2018","9,754.390","9,754.390","9,754.390","9,754.390","0.02%"
"Oct 15, 2018","9,751.970","9,751.970","9,751.970","9,751.970","0.00%"
"Oct 12, 2018","9,751.970","9,751.970","9,751.970","9,751.970","0.02%"
"Oct 11, 2018","9,749.550","9,749.550","9,749.550","9,749.550","0.02%"
"Oct 10, 2018","9,747.130","9,747.130","9,747.130","9,747.130","0.02%"
"Oct 09, 2018","9,744.731","9,744.730","9,744.730","9,744.730","0.02%"
"Oct 08, 2018","9,742.333","9,742.330","9,742.330","9,742.330","0.02%"
"Oct 05, 2018","9,739.915","9,739.920","9,739.920","9,739.920","0.02%"
"Oct 04, 2018","9,737.498","9,737.500","9,737.500","9,737.500","0.02%"
"Oct 03, 2018","9,735.082","9,735.080","9,735.080","9,735.080","0.02%"
"Oct 02, 2018","9,732.686","9,732.690","9,732.690","9,732.690","0.02%"
"Oct 01, 2018","9,730.271","9,730.270","9,730.270","9,730.270","0.02%"
"Sep 28, 2018","9,727.876","9,727.880","9,727.880","9,727.880","0.02%"
"Sep 27, 2018","9,725.462","9,725.460","9,725.460","9,725.460","0.02%"
"Sep 26, 2018","9,723.068","9,723.070","9,723.070","9,723.070","0.02%"
"Sep 25, 2018","9,720.656","9,720.660","9,720.660","9,720.660","0.02%"
"Sep 24, 2018","9,718.253","9,718.250","9,718.250","9,718.250","0.02%"
"Sep 21, 2018","9,715.842","9,715.840","9,715.840","9,715.840","0.02%"
"Sep 20, 2018","9,713.450","9,713.450","9,713.450","9,713.450","0.02%"
"Sep 19, 2018","9,711.040","9,711.040","9,711.040","9,711.040","0.02%"
"Sep 18, 2018","9,708.630","9,708.630","9,708.630","9,708.630","0.02%"
"Sep 17, 2018","9,706.241","9,706.240","9,706.240","9,706.240","0.02%"
"Sep 14, 2018","9,703.832","9,703.830","9,703.830","9,703.830","0.02%"
"Sep 13, 2018","9,701.424","9,701.420","9,701.420","9,701.420","0.02%"
"Sep 12, 2018","9,699.036","9,699.040","9,699.040","9,699.040","0.02%"
"Sep 11, 2018","9,696.630","9,696.630","9,696.630","9,696.630","0.02%"
"Sep 10, 2018","9,694.233","9,694.230","9,694.230","9,694.230","0.00%"
"Sep 07, 2018","9,694.233","9,694.230","9,694.230","9,694.230","0.02%"
"Sep 06, 2018","9,691.847","9,691.850","9,691.850","9,691.850","0.05%"
"Sep 05, 2018","9,687.077","9,687.080","9,687.080","9,687.080","0.00%"
"Sep 04, 2018","9,687.077","9,687.080","9,687.080","9,687.080","0.02%"
"Sep 03, 2018","9,684.673","9,684.670","9,684.670","9,684.670","0.02%"
"Sep 02, 2018","9,682.289","9,682.289","9,682.289","9,682.289","0.00%"
"Aug 31, 2018","9,682.289","9,682.290","9,682.290","9,682.290","0.02%"
"Aug 30, 2018","9,679.887","9,679.890","9,679.890","9,679.890","0.02%"
"Aug 29, 2018","9,677.494","9,677.490","9,677.490","9,677.490","0.02%"
"Aug 28, 2018","9,675.112","9,675.110","9,675.110","9,675.110","0.02%"
"Aug 27, 2018","9,672.731","9,672.730","9,672.730","9,672.730","0.02%"
"Aug 24, 2018","9,670.350","9,670.350","9,670.350","9,670.350","0.02%"
"Aug 23, 2018","9,667.970","9,667.970","9,667.970","9,667.970","0.02%"
"Aug 22, 2018","9,665.590","9,665.590","9,665.590","9,665.590","0.02%"
"Aug 21, 2018","9,663.182","9,663.180","9,663.180","9,663.180","0.02%"
"Aug 20, 2018","9,660.803","9,660.800","9,660.800","9,660.800","0.02%"
"Aug 17, 2018","9,658.426","9,658.430","9,658.430","9,658.430","0.02%"
"Aug 16, 2018","9,656.048","9,656.050","9,656.050","9,656.050","0.02%"
"Aug 15, 2018","9,653.672","9,653.670","9,653.670","9,653.670","0.02%"
"Aug 14, 2018","9,651.295","9,651.300","9,651.300","9,651.300","0.02%"
"Aug 13, 2018","9,648.910","9,648.910","9,648.910","9,648.910","0.02%"
"Aug 10, 2018","9,646.535","9,646.540","9,646.540","9,646.540","0.02%"
"Aug 09, 2018","9,644.161","9,644.160","9,644.160","9,644.160","0.02%"
"Aug 08, 2018","9,641.787","9,641.790","9,641.790","9,641.790","0.02%"
"Aug 07, 2018","9,639.414","9,639.410","9,639.410","9,639.410","0.02%"
"Aug 06, 2018","9,637.041","9,637.040","9,637.040","9,637.040","0.02%"
"Aug 03, 2018","9,634.669","9,634.670","9,634.670","9,634.670","0.02%"
"Aug 02, 2018","9,632.288","9,632.290","9,632.290","9,632.290","0.02%"
"Aug 01, 2018","9,629.917","9,629.920","9,629.920","9,629.920","0.02%"
"Jul 31, 2018","9,627.547","9,627.550","9,627.550","9,627.550","0.02%"
"Jul 30, 2018","9,625.177","9,625.180","9,625.180","9,625.180","0.02%"
"Jul 27, 2018","9,622.808","9,622.810","9,622.810","9,622.810","0.02%"
"Jul 26, 2018","9,620.439","9,620.440","9,620.440","9,620.440","0.02%"
"Jul 25, 2018","9,618.062","9,618.060","9,618.060","9,618.060","0.02%"
"Jul 24, 2018","9,615.694","9,615.690","9,615.690","9,615.690","0.03%"
"Jul 23, 2018","9,613.125","9,613.130","9,613.130","9,613.130","0.15%"
"Jul 20, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.00%"
"Jul 19, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.00%"
"Jul 18, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.00%"
"Jul 17, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.00%"
"Jul 16, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.00%"
"Jul 13, 2018","9,599.110","9,599.110","9,599.110","9,599.110","0.02%"
"Jul 12, 2018","9,596.728","9,596.730","9,596.730","9,596.730","0.02%"
"Jul 11, 2018","9,594.347","9,594.350","9,594.350","9,594.350","0.02%"
"Jul 10, 2018","9,591.976","9,591.980","9,591.980","9,591.980","0.02%"
"Jul 09, 2018","9,589.615","9,589.620","9,589.620","9,589.620","0.05%"
"Jul 06, 2018","9,584.876","9,584.880","9,584.880","9,584.880","0.00%"
"Jul 05, 2018","9,584.876","9,584.880","9,584.880","9,584.880","0.05%"
"Jul 04, 2018","9,580.148","9,580.150","9,580.150","9,580.150","0.00%"
"Jul 03, 2018","9,580.148","9,580.150","9,580.150","9,580.150","0.02%"
"Jul 02, 2018","9,577.790","9,577.790","9,577.790","9,577.790","0.02%"
"Jun 29, 2018","9,575.433","9,575.430","9,575.430","9,575.430","0.02%"
"Jun 28, 2018","9,573.076","9,573.080","9,573.080","9,573.080","0.02%"
"Jun 27, 2018","9,570.691","9,570.690","9,570.690","9,570.690","0.02%"
"Jun 26, 2018","9,568.316","9,568.320","9,568.320","9,568.320","0.02%"
"Jun 25, 2018","9,565.961","9,565.960","9,565.960","9,565.960","0.02%"
"Jun 22, 2018","9,563.606","9,563.610","9,563.610","9,563.610","0.02%"
"Jun 21, 2018","9,561.252","9,561.250","9,561.250","9,561.250","0.02%"
"Jun 20, 2018","9,558.918","9,558.920","9,558.920","9,558.920","0.02%"
"Jun 19, 2018","9,556.555","9,556.560","9,556.560","9,556.560","0.03%"
"Jun 18, 2018","9,554.165","9,554.170","9,554.170","9,554.170","0.05%"
"Jun 15, 2018","9,549.500","9,549.500","9,549.500","9,549.500","0.00%"
"Jun 14, 2018","9,549.500","9,549.500","9,549.500","9,549.500","0.02%"
"Jun 13, 2018","9,547.131","9,547.130","9,547.130","9,547.130","0.02%"
"Jun 12, 2018","9,544.800","9,544.800","9,544.800","9,544.800","0.02%"
"Jun 11, 2018","9,542.470","9,542.470","9,542.470","9,542.470","0.02%"
"Jun 08, 2018","9,540.111","9,540.110","9,540.110","9,540.110","0.02%"
"Jun 07, 2018","9,537.763","9,537.760","9,537.760","9,537.760","0.02%"
"Jun 06, 2018","9,535.416","9,535.420","9,535.420","9,535.420","0.02%"
"Jun 05, 2018","9,533.088","9,533.090","9,533.090","9,533.090","0.02%"
"Jun 04, 2018","9,530.789","9,530.790","9,530.790","9,530.790","0.02%"
"Jun 01, 2018","9,528.433","9,528.430","9,528.430","9,528.430","0.00%"
"May 31, 2018","9,528.433","9,528.430","9,528.430","9,528.430","0.02%"
"May 30, 2018","9,526.088","9,526.090","9,526.090","9,526.090","0.02%"
"May 29, 2018","9,523.762","9,523.760","9,523.760","9,523.760","0.07%"
"May 28, 2018","9,516.732","9,516.730","9,516.730","9,516.730","0.00%"
"May 25, 2018","9,516.732","9,516.730","9,516.730","9,516.730","0.00%"
"May 24, 2018","9,516.732","9,516.730","9,516.730","9,516.730","0.05%"
"May 23, 2018","9,512.047","9,512.050","9,512.050","9,512.050","0.00%"
"May 22, 2018","9,512.047","9,512.050","9,512.050","9,512.050","0.02%"
"May 21, 2018","9,509.763","9,509.760","9,509.760","9,509.760","0.02%"
"May 18, 2018","9,507.441","9,507.440","9,507.440","9,507.440","0.05%"
"May 17, 2018","9,502.809","9,502.810","9,502.810","9,502.810","0.00%"
"May 16, 2018","9,502.809","9,502.810","9,502.810","9,502.810","0.02%"
"May 15, 2018","9,500.489","9,500.490","9,500.490","9,500.490","0.02%"
"May 14, 2018","9,498.151","9,498.150","9,498.150","9,498.150","0.02%"
"May 11, 2018","9,495.813","9,495.810","9,495.810","9,495.810","0.02%"
"May 10, 2018","9,493.494","9,493.490","9,493.490","9,493.490","0.02%"
"May 09, 2018","9,491.158","9,491.160","9,491.160","9,491.160","0.02%"
"May 08, 2018","9,488.822","9,488.820","9,488.820","9,488.820","0.05%"
"May 07, 2018","9,484.170","9,484.170","9,484.170","9,484.170","0.00%"
"May 04, 2018","9,484.170","9,484.170","9,484.170","9,484.170","0.02%"
"May 03, 2018","9,481.836","9,481.840","9,481.840","9,481.840","0.02%"
"May 02, 2018","9,479.490","9,479.490","9,479.490","9,479.490","0.00%"
"May 01, 2018","9,479.490","9,479.490","9,479.490","9,479.490","0.05%"
"Apr 30, 2018","9,474.850","9,474.850","9,474.850","9,474.850","0.00%"
"Apr 27, 2018","9,474.850","9,474.850","9,474.850","9,474.850","0.02%"
"Apr 26, 2018","9,472.560","9,472.560","9,472.560","9,472.560","0.05%"
"Apr 25, 2018","9,467.900","9,467.900","9,467.900","9,467.900","0.00%"
"Apr 24, 2018","9,467.900","9,467.900","9,467.900","9,467.900","0.02%"
"Apr 23, 2018","9,465.570","9,465.570","9,465.570","9,465.570","0.02%"
"Apr 20, 2018","9,463.240","9,463.240","9,463.240","9,463.240","0.02%"
"Apr 19, 2018","9,460.910","9,460.910","9,460.910","9,460.910","0.02%"
"Apr 18, 2018","9,458.570","9,458.570","9,458.570","9,458.570","0.02%"
"Apr 17, 2018","9,456.240","9,456.240","9,456.240","9,456.240","0.02%"
"Apr 16, 2018","9,453.910","9,453.910","9,453.910","9,453.910","0.02%"
"Apr 13, 2018","9,451.590","9,451.590","9,451.590","9,451.590","0.02%"
"Apr 12, 2018","9,449.260","9,449.260","9,449.260","9,449.260","0.02%"
"Apr 11, 2018","9,446.940","9,446.940","9,446.940","9,446.940","0.02%"
"Apr 10, 2018","9,444.610","9,444.610","9,444.610","9,444.610","0.02%"
"Apr 09, 2018","9,442.290","9,442.290","9,442.290","9,442.290","0.02%"
"Apr 06, 2018","9,439.960","9,439.960","9,439.960","9,439.960","0.02%"
"Apr 05, 2018","9,437.630","9,437.630","9,437.630","9,437.630","0.02%"
"Apr 04, 2018","9,435.310","9,435.310","9,435.310","9,435.310","0.02%"
"Apr 03, 2018","9,432.980","9,432.980","9,432.980","9,432.980","0.02%"
"Apr 02, 2018","9,430.660","9,430.660","9,430.660","9,430.660","0.02%"
"Mar 30, 2018","9,428.340","9,428.340","9,428.340","9,428.340","0.00%"
"Mar 29, 2018","9,428.340","9,428.340","9,428.340","9,428.340","0.02%"
"Mar 28, 2018","9,426.020","9,426.020","9,426.020","9,426.020","0.02%"
"Mar 27, 2018","9,423.700","9,423.700","9,423.700","9,423.700","0.02%"
"Mar 26, 2018","9,421.380","9,421.380","9,421.380","9,421.380","0.02%"
"Mar 23, 2018","9,419.060","9,419.060","9,419.060","9,419.060","0.03%"
"Mar 22, 2018","9,416.650","9,416.650","9,416.650","9,416.650","0.03%"
"Mar 21, 2018","9,414.240","9,414.240","9,414.240","9,414.240","0.03%"
"Mar 20, 2018","9,411.830","9,411.830","9,411.830","9,411.830","0.03%"
"Mar 19, 2018","9,409.430","9,409.430","9,409.430","9,409.430","0.08%"
"Mar 16, 2018","9,402.220","9,402.220","9,402.220","9,402.220","0.00%"
"Mar 15, 2018","9,402.220","9,402.220","9,402.220","9,402.220","0.00%"
"Mar 14, 2018","9,402.220","9,402.220","9,402.220","9,402.220","0.03%"
"Mar 13, 2018","9,399.820","9,399.820","9,399.820","9,399.820","0.03%"
"Mar 12, 2018","9,397.420","9,397.420","9,397.420","9,397.420","0.05%"
"Mar 09, 2018","9,392.610","9,392.610","9,392.610","9,392.610","0.00%"
"Mar 08, 2018","9,392.610","9,392.610","9,392.610","9,392.610","0.03%"
"Mar 07, 2018","9,390.210","9,390.210","9,390.210","9,390.210","0.03%"
"Mar 06, 2018","9,387.810","9,387.810","9,387.810","9,387.810","0.03%"
"Mar 05, 2018","9,385.410","9,385.410","9,385.410","9,385.410","0.03%"
"Mar 02, 2018","9,383.010","9,383.010","9,383.010","9,383.010","0.03%"
"Mar 01, 2018","9,380.620","9,380.620","9,380.620","9,380.620","0.03%"
"Feb 28, 2018","9,378.240","9,378.240","9,378.240","9,378.240","0.03%"
"Feb 27, 2018","9,375.870","9,375.870","9,375.870","9,375.870","0.03%"
"Feb 26, 2018","9,373.480","9,373.480","9,373.480","9,373.480","0.03%"
"Feb 23, 2018","9,371.080","9,371.080","9,371.080","9,371.080","0.03%"
"Feb 22, 2018","9,368.680","9,368.680","9,368.680","9,368.680","0.03%"
"Feb 21, 2018","9,366.290","9,366.290","9,366.290","9,366.290","0.03%"
"Feb 20, 2018","9,363.890","9,363.890","9,363.890","9,363.890","0.03%"
"Feb 19, 2018","9,361.500","9,361.500","9,361.500","9,361.500","0.03%"
"Feb 16, 2018","9,359.110","9,359.110","9,359.110","9,359.110","0.03%"
"Feb 15, 2018","9,356.690","9,356.690","9,356.690","9,356.690","0.03%"
